rank,ticker,name,market_cap_usd,market_cap_h,gics_sector,gics_industry
1026,WSC,WillScot Holdings Corp.,4410840479,4.41B,Industrials,Office Services & Supplies
1027,SLGN,Silgan Holdings,4407902609,4.41B,Materials,"Metal, Glass & Plastic Containers"
1028,NSIT,"Insight Enterprises, Inc.",4382370496,4.38B,Industrials,Technology Distributors
1029,PJT,"PJT Partners, Inc.",4380275822,4.38B,Financials,Investment Banking & Brokerage
1030,FBP,First BanCorp (Puerto Rico),4377175231,4.38B,Financials,Regional Banks
1031,BFH,"Bread Financial Holdings, Inc.",4376893268,4.38B,Financials,Consumer Finance
1032,RHI,Robert Half,4374944700,4.37B,Industrials,Human Resource & Employment Services
1033,CON,"Concentra Group Holdings Parent, Inc.",4358378402,4.36B,Health Care,Health Care Services
1034,SKYW,"SkyWest, Inc.",4342559725,4.34B,Industrials,Passenger Airlines
1035,ACLS,"Axcelis Technologies, Inc.",4331746593,4.33B,Information Technology,Semiconductor Materials & Equipment
1036,MDU,"MDU Resources Group, Inc.",4322681160,4.32B,Utilities,Multi-Utilities
1037,TCBI,Texas Capital Bancshares,4318309152,4.32B,Financials,Regional Banks
1038,CNK,"Cinemark Holdings, Inc.",4316557674,4.32B,Communication Services,Movies & Entertainment
1039,LAZ,Lazard,4307315356,4.31B,Financials,Diversified Capital Markets
1040,CNS,"Cohen & Steers, Inc.",4298840080,4.30B,Financials,Asset Management & Custody Banks
1041,KFY,Korn/Ferry International,4275547974,4.28B,Industrials,Human Resource & Employment Services
1042,KTB,Kontoor Brands,4258735429,4.26B,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
1043,ITGR,Integer Holdings Corporation,4258183738,4.26B,Health Care,Health Care Equipment
1044,UCB,"United Community Banks, Inc.",4252813295,4.25B,Financials,Regional Banks
1045,VAC,Marriott Vacations Worldwide,4246790202,4.25B,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
1046,CATY,Cathay General Bancorp,4237396511,4.24B,Financials,Regional Banks
1047,MAT,Mattel,4225502989,4.23B,Consumer Discretionary,Leisure Products
1048,CDP,COPT Defense Properties,4212064340,4.21B,Real Estate,Office REITs
1049,OLED,Universal Display,4191715795,4.19B,Information Technology,Semiconductors
1050,AVNT,Avient,4190666113,4.19B,Materials,Specialty Chemicals
1051,LIVN,LivaNova,4187034333,4.19B,Health Care,Health Care Equipment
1052,DORM,"Dorman Products, Inc.",4181591441,4.18B,Consumer Discretionary,Automotive Parts & Equipment
1053,FCN,FTI Consulting,4181220600,4.18B,Industrials,Research & Consulting Services
1054,ATMU,Atmus Filtration Technologies Inc.,4179177991,4.18B,Industrials,Industrial Machinery & Supplies & Components
1055,WSFS,WSFS Financial Corporation,4176302587,4.18B,Financials,Regional Banks
1056,MWA,Mueller Water Products,4160749285,4.16B,Industrials,Industrial Machinery & Supplies & Components
1057,SYNA,Synaptics,4148065659,4.15B,Information Technology,Semiconductors
1058,LFST,Lifestance Health,4141482859,4.14B,Health Care,Health Care Services
1059,THO,Thor Industries,4141164181,4.14B,Consumer Discretionary,Leisure Products
1060,FA,First Advantage Corporation,4123806160,4.12B,Industrials,Human Resource & Employment Services
1061,TDW,"Tidewater, Inc.",4121805993,4.12B,Energy,Oil & Gas Equipment & Services
1062,SXI,Standex International Corporation,4120527211,4.12B,Industrials,Industrial Machinery & Supplies & Components
1063,BBWI,"Bath & Body Works, Inc.",4103798615,4.10B,Consumer Discretionary,Other Specialty Retail
1064,PII,Polaris,4072585195,4.07B,Consumer Discretionary,Leisure Products
1065,IRT,Independence Realty Trust,4068951280,4.07B,Real Estate,Multi-Family Residential REITs
1066,DAVE,"Dave, Inc.",4055358247,4.06B,Financials,Consumer Finance
1067,GEO,"GEO Group, Inc.",4039405103,4.04B,Industrials,Environmental & Facilities Services
1068,PVH,PVH Corp.,4038146781,4.04B,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
1069,BMI,"Badger Meter, Inc.",4025113592,4.03B,Information Technology,Electronic Equipment & Instruments
1070,BNL,"Broadstone Net Lease, Inc.",4016319941,4.02B,Real Estate,Industrial REITs
1071,WSBC,WesBanco,3998316380,4.00B,Financials,Regional Banks
1072,HAE,Haemonetics,3996460793,4.00B,Health Care,Health Care Supplies
1073,CVBF,CVB Financial Corp.,3993760052,3.99B,Financials,Regional Banks
1074,SLG,SL Green Realty,3993250099,3.99B,Real Estate,Office REITs
1075,CALM,"Cal-Maine Foods, Inc.",3991705252,3.99B,Consumer Staples,Packaged Foods & Meats
1076,KAI,Kadant Inc.,3986891082,3.99B,Industrials,Industrial Machinery & Supplies & Components
1077,LOPE,Grand Canyon Education,3975700061,3.98B,Consumer Discretionary,Education Services
1078,SEZL,Sezzle,3968660669,3.97B,Financials,Transaction & Payment Processing Services
1079,INDB,Independent Bank Corp.,3966214818,3.97B,Financials,Regional Banks
1080,YETI,Yeti Holdings,3954584518,3.95B,Consumer Discretionary,Leisure Products
1081,UCTT,"Ultra Clean Holdings, Inc.",3950420780,3.95B,Information Technology,Semiconductor Materials & Equipment
1082,REZI,"Resideo Technologies, Inc.",3949196849,3.95B,Industrials,Trading Companies & Distributors
1083,IPAR,"Inter Parfums, Inc.",3938210328,3.94B,Consumer Staples,Household Products
1084,OTTR,Otter Tail Corporation,3937827586,3.94B,Utilities,Electric Utilities
1085,CRK,"Comstock Resources, Inc.",3937451503,3.94B,Energy,Oil & Gas Exploration & Production
1086,QTWO,"Q2 Holdings, Inc.",3916498478,3.92B,Information Technology,Application Software
1087,MIR,"Mirion Technologies, Inc.",3912381443,3.91B,Information Technology,Electronic Equipment & Instruments
1088,RNST,Renasant Corp.,3905712747,3.91B,Financials,Regional Banks
1089,MARA,"MARA Holdings, Inc.",3897759965,3.90B,Information Technology,Internet Services & Infrastructure
1090,OSIS,"OSI Systems, Inc.",3893753034,3.89B,Information Technology,Electronic Equipment & Instruments
1091,BFAM,Bright Horizons Family Solutions Inc.,3860277667,3.86B,Consumer Discretionary,Specialized Consumer Services
1092,ABG,Asbury Automotive Group,3847454982,3.85B,Consumer Discretionary,Automotive Retail
1093,MHO,"M/I Homes, Inc.",3842768020,3.84B,Consumer Discretionary,Homebuilding
1094,IPGP,IPG Photonics,3837891596,3.84B,Information Technology,Electronic Manufacturing Services
1095,JOE,St. Joe Company,3834265787,3.83B,Real Estate,Real Estate Development
1096,CRGY,Crescent Energy Company,3822770661,3.82B,Energy,Oil & Gas Exploration & Production
1097,APLE,"Apple Hospitality REIT, Inc.",3819818125,3.82B,Real Estate,Hotel & Resort REITs
1098,STEP,StepStone Group,3819028161,3.82B,Financials,Asset Management & Custody Banks
1099,LEU,Centrus Energy Corp.,3818378338,3.82B,Energy,Coal & Consumable Fuels
1100,SEI,"Solaris Energy Infrastructure, Inc.",3815595998,3.82B,Energy,Oil & Gas Equipment & Services
1101,STNG,STNG,3810189351,3.81B,Energy,Oil & Gas Midstream
1102,BANF,Bancfirst Corp,3796994244,3.80B,Financials,Regional Banks
1103,VCYT,"Veracyte, Inc.",3796050415,3.80B,Health Care,Health Care Services
1104,KNF,Knife River Corporation,3791796629,3.79B,Materials,Construction Materials
1105,PLNT,Planet Fitness,3777409854,3.78B,Consumer Discretionary,Leisure Facilities
1106,SIG,Signet Jewelers,3764932612,3.76B,Consumer Discretionary,Specialty Stores
1107,PTEN,"Patterson-UTI Energy, Inc.",3764268662,3.76B,Energy,Oil & Gas Drilling
1108,TDS,"Telephone and Data Systems, Inc.",3754772947,3.75B,Communication Services,Integrated Telecommunication Services
1109,RH,RH,3712378133,3.71B,Consumer Discretionary,Homefurnishing Retail
1110,GNW,"Genworth Financial, Inc.",3711359529,3.71B,Financials,Multi-line Insurance
1111,HP,"Helmerich & Payne, Inc.",3707734707,3.71B,Energy,Oil & Gas Drilling
1112,PRK,Park National Corp.,3674250237,3.67B,Financials,Regional Banks
1113,SMG,Scotts Miracle-Gro Company,3662637428,3.66B,Materials,Fertilizers & Agricultural Chemicals
1114,NHI,"National Health Investors, Inc.",3649872396,3.65B,Real Estate,Health Care REITs
1115,FG,"F&G Annuities & Life, Inc.",3622977243,3.62B,Financials,Life & Health Insurance
1116,RRR,"Red Rock Resorts, Inc.",3617853494,3.62B,Consumer Discretionary,Casinos & Gaming
1117,NIC,Nicolet Bankshares,3616009152,3.62B,Financials,Regional Banks
1118,POWI,Power Integrations,3608856113,3.61B,Information Technology,Semiconductors
1119,COCO,The Vita Coco Company,3602043524,3.60B,Consumer Staples,Soft Drinks & Non-alcoholic Beverages
1120,RCUS,"Arcus Biosciences, Inc.",3599628001,3.60B,Health Care,Biotechnology
1121,KBH,KB Home,3591567009,3.59B,Consumer Discretionary,Homebuilding
1122,HNI,HNI Corporation,3587435515,3.59B,Industrials,Office Services & Supplies
1123,GPK,Graphic Packaging,3582466146,3.58B,Materials,Paper & Plastic Packaging Products & Materials
1124,RXO,"RXO, Inc.",3578897103,3.58B,Industrials,Cargo Ground Transportation
1125,FIBK,"First Interstate BancSystem, Inc.",3576781784,3.58B,Financials,Regional Banks
1126,OGN,Organon & Co.,3571488388,3.57B,Health Care,Pharmaceuticals
1127,LXP,Lexington Realty Trust,3570451988,3.57B,Real Estate,Diversified REITs
1128,POST,Post Holdings,3566434402,3.57B,Consumer Staples,Packaged Foods & Meats
1129,OPCH,Option Care Health,3563391068,3.56B,Health Care,Health Care Facilities
1130,SHOO,"Steven Madden, Ltd.",3550490614,3.55B,Consumer Discretionary,Footwear
1131,HGV,Hilton Grand Vacations,3548884448,3.55B,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
1132,FFBC,First Financial Bancorp,3533254504,3.53B,Financials,Regional Banks
1133,ASH,Ashland Global,3500902996,3.50B,Materials,Diversified Chemicals
1134,BHF,Brighthouse Financial,3496702986,3.50B,Financials,Life & Health Insurance
1135,AAP,"Advance Auto Parts, Inc.",3487028176,3.49B,Consumer Discretionary,Automotive Retail
1136,CARG,CarGurus,3472529594,3.47B,Communication Services,Interactive Media & Services
1137,HIW,Highwoods Properties,3469130420,3.47B,Real Estate,Office REITs
1138,AWR,American States Water Company,3463757331,3.46B,Utilities,Water Utilities
1139,PLMR,"Palomar Holdings, Inc.",3447616473,3.45B,Financials,Property & Casualty Insurance
1140,USLM,"United States Lime & Minerals, Inc.",3444611736,3.44B,Materials,Construction Materials
1141,NATL,NCR Atleos,3442119321,3.44B,Financials,Transaction & Payment Processing Services
1142,LRN,"Stride, Inc.",3429102899,3.43B,Consumer Discretionary,Education Services
1143,CBU,"Community Bank System, Inc.",3410980219,3.41B,Financials,Regional Banks
1144,CURB,Curbline Properties Corp.,3407426397,3.41B,Real Estate,Retail REITs
1145,SFNC,Simmons First National Corporation,3390293357,3.39B,Financials,Regional Banks
1146,NHC,"National Healthcare, Corp.",3375656973,3.38B,Health Care,Health Care Facilities
1147,BKU,"BankUnited, Inc.",3357967517,3.36B,Financials,Regional Banks
1148,NMIH,"NMI Holdings, Inc.",3356972770,3.36B,Financials,Commercial & Residential Mortgage Finance
1149,HAYW,"Hayward Holdings, Inc.",3355731722,3.36B,Industrials,Electrical Components & Equipment
1150,SBCF,Seacoast Banking Corporation of Florida,3345227631,3.35B,Financials,Regional Banks
1151,FHB,"First Hawaiian, Inc.",3345000600,3.35B,Financials,Regional Banks
1152,AGO,Assured Guaranty Ltd.,3340226273,3.34B,Financials,Property & Casualty Insurance
1153,KN,Knowles Corporation,3337835696,3.34B,Information Technology,Electronic Components
1154,PARR,"Par Pacific Holdings, Inc.",3321104319,3.32B,Energy,Oil & Gas Refining & Marketing
1155,FUL,H.B. Fuller Company,3284797173,3.28B,Materials,Specialty Chemicals
1156,WRBY,Warby Parker,3265851847,3.27B,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
1157,FOUR,Shift4,3257894418,3.26B,Financials,Transaction & Payment Processing Services
1158,LBRT,"Liberty Energy, Inc.",3254036922,3.25B,Energy,Oil & Gas Equipment & Services
1159,CWK,Cushman & Wakefield plc,3246090563,3.25B,Real Estate,Real Estate Services
1160,AVA,Avista Corporation,3243747067,3.24B,Utilities,Multi-Utilities
1161,EXPO,"Exponent, Inc.",3240091745,3.24B,Industrials,Research & Consulting Services
1162,VECO,Veeco Instruments Inc.,3227033751,3.23B,Information Technology,Semiconductor Materials & Equipment
1163,WT,"WisdomTree Investments, Inc.",3219632358,3.22B,Financials,Asset Management & Custody Banks
1164,FRPT,Freshpet,3215565907,3.22B,Consumer Staples,Packaged Foods & Meats
1165,CPK,Chesapeake Utilities Corp.,3213037406,3.21B,Utilities,Gas Utilities
1166,CXW,CoreCivic,3191292935,3.19B,Industrials,Diversified Support Services
1167,CRVL,CorVel Corporation,3191126801,3.19B,Health Care,Health Care Services
1168,PFS,"Provident Financial Services, Inc.",3190147708,3.19B,Financials,Regional Banks
1169,AAMI,Acadian Asset Management Inc.,3188787946,3.19B,Financials,Asset Management & Custody Banks
1170,WING,Wingstop,3182338077,3.18B,Consumer Discretionary,Restaurants
1171,GPI,"Group 1 Automotive, Inc.",3176915310,3.18B,Consumer Discretionary,Automotive Retail
1172,CLSK,"CleanSpark, Inc.",3156285902,3.16B,Information Technology,Internet Services & Infrastructure
1173,WDFC,WD-40 Company,3153017984,3.15B,Consumer Staples,Household Products
1174,CALY,Callaway Golf Company,3140000091,3.14B,Consumer Discretionary,Leisure Products
1175,GRBK,"Green Brick Partners, Inc.",3135479804,3.14B,Consumer Discretionary,Homebuilding
1176,EXTR,"Extreme Networks, Inc.",3134750679,3.13B,Information Technology,Communications Equipment
1177,CVI,"CVR Energy, Inc.",3131528120,3.13B,Energy,Oil & Gas Refining & Marketing
1178,BOH,Bank of Hawaii,3127627346,3.13B,Financials,Regional Banks
1179,CWT,California Water Service Group,3124729698,3.12B,Utilities,Water Utilities
1180,VGNT,Versigent PLC,3123835078,3.12B,Consumer Discretionary,Other Specialty Retail
1181,MZTI,The Marzetti Company,3111891887,3.11B,Consumer Staples,Packaged Foods & Meats
1182,ADEA,"Adeia, Inc.",3111002930,3.11B,Information Technology,IT Consulting & Other Services
1183,DGII,Digi International Inc.,3100361533,3.10B,Information Technology,Communications Equipment
1184,MMS,Maximus Inc.,3099055920,3.10B,Industrials,Data Processing & Outsourced Services
1185,PPLI,People Inc.,3096210137,3.10B,Communication Services,Interactive Media & Services
1186,ARCB,ArcBest Corp.,3079122404,3.08B,Industrials,Cargo Ground Transportation
1187,MGEE,"MGE Energy, Inc.",3077851356,3.08B,Utilities,Electric Utilities
1188,CXT,Crane NXT,3069744447,3.07B,Information Technology,Electronic Equipment & Instruments
1189,AGYS,"Agilysys, Inc.",3062584512,3.06B,Information Technology,Application Software
1190,DAN,Dana Incorporated,3059480808,3.06B,Consumer Discretionary,Automotive Parts & Equipment
1191,KD,Kyndryl,3053812146,3.05B,Information Technology,IT Consulting & Other Services
1192,FBK,FB Financial Corp.,3040669923,3.04B,Financials,Regional Banks
1193,BCC,Boise Cascade,3021590943,3.02B,Industrials,Building Products
1194,DHT,DHT,3021141146,3.02B,Energy,Oil & Gas Midstream
1195,APAM,"Artisan Partners Asset Management, Inc.",3020898169,3.02B,Financials,Asset Management & Custody Banks
1196,KALU,Kaiser Aluminum Corporation,3020494747,3.02B,Materials,Aluminum
1197,AEO,American Eagle Outfitters,3011292678,3.01B,Consumer Discretionary,Apparel Retail
1198,FIZZ,National Beverage Corp.,3007756937,3.01B,Consumer Staples,Soft Drinks & Non-alcoholic Beverages
1199,PENG,"Penguin Solutions, Inc.",2994110918,2.99B,Information Technology,Semiconductors
1200,DNOW,NOW Inc,2988646465,2.99B,Industrials,Trading Companies & Distributors
1201,ASO,Academy Sports + Outdoors,2984944262,2.98B,Consumer Discretionary,Specialty Stores
1202,DXPE,"DXP Enterprises, Inc.",2984878598,2.98B,Industrials,Trading Companies & Distributors
1203,ALHC,"Alignment Healthcare, Inc.",2980843067,2.98B,Health Care,Health Care Services
1204,TR,"Tootsie Roll Industries, Inc.",2979033983,2.98B,Consumer Staples,Packaged Foods & Meats
1205,PK,Park Hotels & Resorts,2972100730,2.97B,Real Estate,Hotel & Resort REITs
1206,BANC,"Banc Of California, Inc.",2967441027,2.97B,Financials,Regional Banks
1207,BHE,"Benchmark Electronics, Inc.",2958365703,2.96B,Information Technology,Electronic Manufacturing Services
1208,COLM,Columbia Sportswear,2936441639,2.94B,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
1209,ACHC,Acadia Healthcare,2935451734,2.94B,Health Care,Health Care Facilities
1210,KWR,Quaker Chemical Corporation,2924448902,2.92B,Materials,Specialty Chemicals
1211,HUBG,"Hub Group, Inc.",2923137731,2.92B,Industrials,Air Freight & Logistics
1212,TMDX,"TransMedics Group, Inc.",2908897892,2.91B,Health Care,Health Care Equipment
1213,BTU,"Peabody Energy, Inc.",2902438934,2.90B,Energy,Coal & Consumable Fuels
1214,GPOR,Gulfport Energy Corporation,2878225933,2.88B,Energy,Oil & Gas Exploration & Production
1215,RSI,"Rush Street Interactive, Inc.",2876783416,2.88B,Consumer Discretionary,Casinos & Gaming
1216,SHAK,"Shake Shack, Inc.",2874231527,2.87B,Consumer Discretionary,Restaurants
1217,PRVA,"Privia Health Group, Inc.",2867633044,2.87B,Health Care,Health Care Services
1218,WOR,Worthington Enterprises,2858748493,2.86B,Industrials,Building Products
1219,PATK,"Patrick Industries, Inc.",2853386456,2.85B,Consumer Discretionary,Automotive Parts & Equipment
1220,UNFI,United Natural Foods Inc,2848030811,2.85B,Consumer Staples,Food Retail
1221,ALRM,"Alarm.Com, Inc.",2845467279,2.85B,Financials,Application Software
1222,ABM,"ABM Industries, Inc.",2843518056,2.84B,Industrials,Environmental & Facilities Services
1223,TBBK,"The Bancorp, Inc.",2840393353,2.84B,Financials,Regional Banks
1224,AKR,Acadia Realty Trust,2835920656,2.84B,Real Estate,Retail REITs
1225,WHR,Whirlpool Corporation,2821829000,2.82B,Consumer Discretionary,Household Appliances
1226,MPT,Medical Properties Trust,2811069885,2.81B,Real Estate,Health Care REITs
1227,CENT,Central Garden & Pet Company,2800392939,2.80B,Consumer Staples,Household Products
1228,NTCT,"NETSCOUT Systems, Inc.",2794868973,2.79B,Information Technology,Communications Equipment
1229,VC,Visteon,2779794948,2.78B,Consumer Discretionary,Automotive Parts & Equipment
1230,CUBI,"Customers Bancorp, Inc.",2771717107,2.77B,Financials,Regional Banks
1231,SUPN,"Supernus Pharmaceuticals, Inc.",2771123532,2.77B,Health Care,Pharmaceuticals
1232,FCPT,"Four Corners Property Trust, Inc.",2754885832,2.75B,Real Estate,Other Specialized REITs
1233,TRMK,Trustmark Corp.,2753706655,2.75B,Financials,Regional Banks
1234,WAFD,"WaFd, Inc.",2749663032,2.75B,Financials,Regional Banks
1235,PHIN,"PHINIA, Inc.",2744559306,2.74B,Consumer Discretionary,Automotive Retail
1236,NBTB,"NBT Bancorp, Inc.",2738858809,2.74B,Financials,Regional Banks
1237,UE,Urban Edge Properties,2730667693,2.73B,Real Estate,Retail REITs
1238,HWKN,"Hawkins, Inc.",2711886525,2.71B,Materials,Commodity Chemicals
1239,HOG,Harley-Davidson,2706925930,2.71B,Consumer Discretionary,Motorcycle Manufacturers
1240,PENN,Penn Entertainment,2705463847,2.71B,Consumer Discretionary,Casinos & Gaming
1241,EEFT,Euronet Worldwide,2696051196,2.70B,Financials,Transaction & Payment Processing Services
1242,TNK,TNK,2679038652,2.68B,Energy,Oil & Gas Midstream
1243,FBNC,First Bancorp (Southern Pines NC),2675670796,2.68B,Financials,Regional Banks
1244,NGVT,"Ingevity, Corp.",2675289879,2.68B,Materials,Specialty Chemicals
1245,SPNT,SiriusPoint Ltd.,2675280398,2.68B,Financials,Reinsurance
1246,OSW,OneSpaWorld Holdings Limited,2660281148,2.66B,Consumer Discretionary,Leisure Facilities
1247,BBT,Beacon Financial Corp.,2658332756,2.66B,Financials,Regional Banks
1248,WLY,John Wiley & Sons,2656289470,2.66B,Communication Services,Publishing
1249,VVX,"V2X, Inc.",2645861783,2.65B,Industrials,Aerospace & Defense
1250,LCII,LCI Industries,2645092035,2.65B,Consumer Discretionary,Automotive Parts & Equipment
1251,SPSC,"SPS Commerce, Inc.",2641692669,2.64B,Information Technology,Application Software
1252,MAN,ManpowerGroup,2632315486,2.63B,Industrials,Human Resource & Employment Services
1253,HTO,H2O America,2622747332,2.62B,Utilities,Water Utilities
1254,SAH,"Sonic Automotive, Inc.",2606324354,2.61B,Consumer Discretionary,Automotive Retail
1255,UAA,Under Armour (Class A),2604845147,2.60B,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
1256,PBH,Prestige Consumer Healthcare,2598363232,2.60B,Health Care,Pharmaceuticals
1257,IVT,InvenTrust Properties,2591223226,2.59B,Real Estate,Retail REITs
1258,ALGT,Allegiant Travel Company,2569757791,2.57B,Industrials,Passenger Airlines
1259,DRH,DiamondRock Hospitality Company,2563709128,2.56B,Real Estate,Hotel & Resort REITs
1260,NWL,Newell Brands,2559659097,2.56B,Consumer Discretionary,Housewares & Specialties
1261,DBD,Diebold Nixdorf,2558893710,2.56B,Information Technology,Electronic Equipment & Instruments
1262,ICHR,"Ichor Holdings, Ltd.",2558872913,2.56B,Information Technology,Semiconductor Materials & Equipment
1263,TDC,Teradata,2547269943,2.55B,Information Technology,IT Consulting & Other Services
1264,FIVN,"Five9, Inc.",2539852944,2.54B,Information Technology,Application Software
1265,UA,Under Armour (Class C),2528106536,2.53B,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
1266,KMT,Kennametal,2524840793,2.52B,Industrials,Industrial Machinery & Supplies & Components
1267,COHU,"Cohu, Inc.",2503256387,2.50B,Information Technology,Semiconductor Materials & Equipment
1268,NEOG,Neogen,2501102561,2.50B,Health Care,Health Care Supplies
1269,PTON,"Peloton Interactive, Inc.",2492791754,2.49B,Consumer Discretionary,Leisure Products
1270,MBIN,Merchants Bancorp,2492140568,2.49B,Financials,Regional Banks
1271,COTY,Coty,2482915296,2.48B,Consumer Staples,Personal Care Products
1272,CENTA,Central Garden & Pet Company (Class A),2444866963,2.44B,Consumer Staples,Household Products
1273,RUN,Sunrun,2433202681,2.43B,Industrials,Building Products
1274,UFPT,"UFP Technologies, Inc.",2429476290,2.43B,Health Care,Health Care Equipment
1275,XRAY,Dentsply Sirona,2427959375,2.43B,Health Care,Health Care Supplies
1276,HCI,"HCI Group, Inc.",2408591652,2.41B,Financials,Property & Casualty Insurance
1277,PAYO,Payoneer Global Inc.,2405840903,2.41B,Financials,Transaction & Payment Processing Services
1278,ROG,Rogers Corporation,2403112472,2.40B,Information Technology,Electronic Components
1279,BANR,Banner Corporation,2401713456,2.40B,Financials,Regional Banks
1280,TALO,"Talos Energy, Inc.",2400963448,2.40B,Energy,Oil & Gas Exploration & Production
1281,CALX,Calix,2391372273,2.39B,Information Technology,Application Software
1282,PBI,"Pitney Bowes, Inc.",2388111503,2.39B,Industrials,Office Services & Supplies
1283,BXMT,"Blackstone Mortgage Trust, Inc.",2384891748,2.38B,Financials,Mortgage REITs
1284,TRN,"Trinity Industries, Inc.",2382117601,2.38B,Industrials,Construction Machinery & Heavy Transportation Equipment
1285,CC,Chemours,2368448916,2.37B,Materials,Diversified Chemicals
1286,BKE,"The Buckle, Inc.",2366740800,2.37B,Consumer Discretionary,Apparel Retail
1287,ARR,Armour Residential REIT,2361104850,2.36B,Real Estate,Mortgage REITs
1288,NOG,"Northern Oil and Gas, Inc.",2349737767,2.35B,Energy,Oil & Gas Exploration & Production
1289,MTX,Minerals Technologies,2343684519,2.34B,Materials,Specialty Chemicals
1290,PLUS,"ePlus, Inc.",2337179692,2.34B,Information Technology,Technology Distributors
1291,GSHD,"Goosehead Insurance, Inc.",2315636897,2.32B,Financials,Insurance Brokers
1292,UNIT,Uniti Group,2315597778,2.32B,Communication Services,Alternative Carriers
1293,VCEL,Vericel,2308906233,2.31B,Health Care,Biotechnology
1294,RAMP,"LiveRamp Holdings, Inc.",2298658352,2.30B,Information Technology,Application Software
1295,JBLU,JetBlue,2290285003,2.29B,Industrials,Passenger Airlines
1296,NWBI,"Northwest Bancshares, Inc.",2277439375,2.28B,Financials,Regional Banks
1297,IOSP,"Innospec, Inc.",2276894044,2.28B,Materials,Specialty Chemicals
1298,WERN,Werner Enterprises,2249743020,2.25B,Industrials,Cargo Ground Transportation
1299,HRMY,"Harmony Biosciences Holdings, Inc.",2236859846,2.24B,Health Care,Biotechnology
1300,HTH,Hilltop Holdings Inc.,2236461772,2.24B,Financials,Regional Banks
1301,ADUS,Addus HomeCare Corp.,2234940229,2.23B,Health Care,Health Care Services
1302,MCRI,"Monarch Casino & Resort, Inc.",2229382376,2.23B,Consumer Discretionary,Casinos & Gaming
1303,TILE,"Interface, Inc.",2222971644,2.22B,Industrials,Office Services & Supplies
1304,ANDE,"The Andersons, Inc.",2221662501,2.22B,Consumer Staples,Food Distributors
1305,ADMA,"ADMA Biologics, Inc.",2217448246,2.22B,Health Care,Biotechnology
1306,OFG,OFG Bancorp,2210459467,2.21B,Financials,Regional Banks
1307,WU,Western Union,2208103161,2.21B,Financials,Transaction & Payment Processing Services
1308,PGNY,"Progyny, Inc.",2201139626,2.20B,Health Care,Health Care Services
1309,MD,Pediatrix Medical Group,2200338572,2.20B,Health Care,Health Care Services
1310,KSS,Kohl's Corp.,2188619778,2.19B,Consumer Discretionary,Broadline Retail
1311,FCF,"First Commonwealth Financial, Corp.",2174693911,2.17B,Financials,Regional Banks
1312,LTC,"LTC Properties, Inc.",2148136603,2.15B,Real Estate,Health Care REITs
1313,HE,"Hawaiian Electric Industries, Inc.",2140681671,2.14B,Utilities,Electric Utilities
1314,NEO,"NeoGenomics Laboratories, Inc.",2128838001,2.13B,Health Care,Health Care Services
1315,PRLB,Protolabs,2126895949,2.13B,Industrials,Industrial Machinery & Supplies & Components
1316,ECPG,"Encore Capital Group, Inc.",2125178408,2.13B,Financials,Consumer Finance
1317,NWN,NW Natural,2124460914,2.12B,Utilities,Gas Utilities
1318,CNXN,"PC Connection, Inc.",2123533634,2.12B,Information Technology,Technology Distributors
1319,PRKS,United Parks & Resorts,2122512768,2.12B,Consumer Discretionary,Leisure Facilities
1320,OLN,Olin Corporation,2118934506,2.12B,Materials,Diversified Chemicals
1321,PRDO,Perdoceo Education Corp.,2118233216,2.12B,Consumer Discretionary,Education Services
1322,HMN,Horace Mann Educators Corporation,2108704851,2.11B,Financials,Multi-line Insurance
1323,NTST,NETSTREIT Corp.,2100614332,2.10B,Real Estate,Retail REITs
1324,BLKB,Blackbaud,2082043700,2.08B,Information Technology,Application Software
1325,STC,Stewart Information Services Corporation,2081308824,2.08B,Financials,Property & Casualty Insurance
1326,MFP,"Midera Food Processing, Inc.",2076253798,2.08B,Industrials,Industrial Machinery & Supplies & Components
1327,PDFS,"PDF Solutions, Inc.",2070358785,2.07B,Information Technology,Semiconductor Materials & Equipment
1328,GTY,Getty Realty Corp.,2067932781,2.07B,Real Estate,Retail REITs
1329,SHO,"Sunstone Hotel Investors, Inc.",2060258852,2.06B,Real Estate,Hotel & Resort REITs
1330,ALG,Alamo Group,2053728700,2.05B,Industrials,Construction Machinery & Heavy Transportation Equipment
1331,PEB,Pebblebrook Hotel Trust,2051480611,2.05B,Real Estate,Hotel & Resort REITs
1332,CHCO,City Holding Company,2035705524,2.04B,Financials,Regional Banks
1333,CCS,"Century Communities, Inc.",2027550029,2.03B,Consumer Discretionary,Homebuilding
1334,DV,DoubleVerify Holdings Inc.,2027261942,2.03B,Communication Services,Advertising
1335,NSP,Insperity,2006015597,2.01B,Industrials,Human Resource & Employment Services
1336,ZD,Ziff Davis,1984322958,1.98B,Communication Services,Advertising
1337,INVX,"Innovex International, Inc.",1965196765,1.97B,Energy,Oil & Gas Equipment & Services
